image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
test_stg2/image_03132.jpg,0.5,0.01,0.01,0.01,0.0428641,0.01,0.01,0.01
test_stg2/image_12075.jpg,0.107211,0.01,0.01,0.01,0.5,0.01,0.01,0.120671
test_stg2/image_10384.jpg,0.143994,0.01,0.01,0.01,0.0625421,0.01,0.01,0.5
test_stg2/image_12007.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_08477.jpg,0.5,0.01,0.01,0.01,0.398631,0.0139467,0.01,0.01
test_stg2/image_11521.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_03449.jpg,0.5,0.018265,0.01,0.01,0.10453,0.01,0.01,0.01
test_stg2/image_07415.jpg,0.0362283,0.01,0.01,0.01,0.0204853,0.01,0.01,0.5
test_stg2/image_07111.jpg,0.37727,0.01,0.01,0.01,0.462019,0.01,0.01,0.158783
test_stg2/image_03397.jpg,0.5,0.0398932,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_03621.jpg,0.0658701,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_04544.jpg,0.363242,0.01,0.01,0.01,0.477355,0.01,0.01,0.15927
test_stg2/image_07365.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0398822
test_stg2/image_10326.jpg,0.0115956,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_02790.jpg,0.0134216,0.5,0.01,0.01,0.01,0.01,0.01,0.0544468
test_stg2/image_03311.jpg,0.205534,0.01,0.01,0.01,0.0579356,0.01,0.01,0.5
test_stg2/image_10513.jpg,0.463274,0.01,0.01,0.01,0.184665,0.01,0.01,0.350089
test_stg2/image_03574.jpg,0.0882205,0.5,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_07870.jpg,0.0160595,0.01,0.01,0.01,0.380743,0.01,0.01,0.5
test_stg2/image_05464.jpg,0.5,0.01,0.01,0.01,0.01,0.0201015,0.0113653,0.0590786
test_stg2/image_10979.jpg,0.5,0.01,0.0103179,0.01,0.01,0.0321408,0.01,0.070632
test_stg2/image_09189.jpg,0.0166221,0.01,0.01,0.01,0.0551509,0.01,0.01,0.5
test_stg2/image_08181.jpg,0.5,0.01,0.01,0.01,0.248976,0.01,0.01,0.0418599
test_stg2/image_05642.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0119466
test_stg2/image_07601.jpg,0.419375,0.0261583,0.01,0.01,0.414759,0.01,0.0513478,0.0830877
test_stg2/image_00666.jpg,0.449423,0.01,0.01,0.01,0.496428,0.01,0.01,0.0520196
test_stg2/image_07080.jpg,0.5,0.01,0.01,0.01,0.413971,0.01,0.01,0.0356101
test_stg2/image_03801.jpg,0.5,0.01,0.01,0.01,0.151147,0.0355893,0.01,0.239075
test_stg2/image_11911.jpg,0.319718,0.01,0.01,0.01,0.5,0.01,0.01,0.0710996
test_stg2/image_08627.jpg,0.311269,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_06786.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.260077
test_stg2/image_02739.jpg,0.447744,0.01,0.01,0.01,0.449697,0.01,0.01,0.0944881
test_stg2/image_09181.jpg,0.5,0.01,0.01,0.01,0.0696214,0.01,0.01,0.313808
test_stg2/image_04348.jpg,0.171686,0.133874,0.01,0.01,0.5,0.01,0.01,0.159655
test_stg2/image_07926.jpg,0.5,0.01,0.01,0.01,0.0197145,0.0132347,0.0341589,0.01
test_stg2/image_11014.jpg,0.226636,0.01,0.01,0.01,0.424314,0.01,0.01,0.348422
test_stg2/image_08169.jpg,0.0282596,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_09658.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_07762.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_05461.jpg,0.419423,0.361385,0.01,0.01,0.147721,0.01,0.0708595,0.01
test_stg2/image_08023.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_11279.jpg,0.153447,0.01,0.01,0.01,0.0970241,0.01,0.01,0.5
test_stg2/image_09299.jpg,0.5,0.01,0.01,0.01,0.338322,0.01,0.01,0.0183047
test_stg2/image_06690.jpg,0.107358,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_07838.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0218793
test_stg2/image_00059.jpg,0.5,0.01,0.01,0.01,0.0237487,0.01,0.0153675,0.01
test_stg2/image_07086.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_07976.jpg,0.5,0.01,0.01,0.01,0.101918,0.01,0.01,0.01
test_stg2/image_06673.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_01700.jpg,0.01,0.01,0.01,0.01,0.276179,0.01,0.01,0.5
test_stg2/image_10612.jpg,0.0924242,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_09647.jpg,0.119065,0.01,0.01,0.01,0.5,0.01,0.01,0.226595
test_stg2/image_06405.jpg,0.01,0.01,0.01,0.01,0.0600611,0.01,0.01,0.5
test_stg2/image_11948.jpg,0.249343,0.01,0.01,0.01,0.436479,0.01,0.01,0.313976
test_stg2/image_07549.jpg,0.388601,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_05141.jpg,0.5,0.01,0.01,0.01,0.0327947,0.01,0.01,0.0928504
test_stg2/image_04801.jpg,0.5,0.01,0.01,0.01,0.0312841,0.01,0.01,0.01
test_stg2/image_01055.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_02141.jpg,0.283702,0.115783,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_04035.jpg,0.37144,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_12028.jpg,0.326117,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_10365.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.065482
test_stg2/image_03606.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0363053
test_stg2/image_10288.jpg,0.488131,0.01,0.01,0.01,0.497691,0.01,0.01,0.0138745
test_stg2/image_02637.jpg,0.5,0.01,0.01,0.01,0.18549,0.01,0.01,0.01
test_stg2/image_02058.jpg,0.5,0.01,0.01,0.01,0.109706,0.01,0.01,0.0304879
test_stg2/image_07590.jpg,0.0110752,0.01,0.01,0.01,0.18713,0.01,0.01,0.5
test_stg2/image_11269.jpg,0.422951,0.01,0.01,0.01,0.5,0.0390612,0.01,0.01
test_stg2/image_02433.jpg,0.0174176,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_02836.jpg,0.5,0.01,0.01,0.01,0.0407538,0.01,0.01,0.0729022
test_stg2/image_09825.jpg,0.5,0.01,0.01,0.01,0.200034,0.01,0.01,0.01
test_stg2/image_11798.jpg,0.0771049,0.01,0.01,0.01,0.0965638,0.01,0.01,0.5
test_stg2/image_07404.jpg,0.402784,0.01,0.01,0.01,0.43487,0.01,0.01,0.160779
test_stg2/image_05391.jpg,0.5,0.01,0.01,0.01,0.0465064,0.01,0.01,0.01
test_stg2/image_08013.jpg,0.01,0.01,0.01,0.01,0.5,0.0505244,0.01,0.129901
test_stg2/image_10020.jpg,0.468747,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_04428.jpg,0.5,0.01,0.01,0.01,0.102778,0.01,0.01,0.078137
test_stg2/image_00518.jpg,0.493242,0.01,0.01,0.01,0.478063,0.01,0.01,0.0283512
test_stg2/image_05803.jpg,0.011142,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_11735.jpg,0.5,0.01,0.01,0.01,0.0111977,0.01,0.01,0.140219
test_stg2/image_09416.jpg,0.5,0.01,0.01,0.01,0.026708,0.01,0.01,0.01
test_stg2/image_06498.jpg,0.01,0.01,0.01,0.105803,0.0692279,0.01,0.01,0.5
test_stg2/image_01603.jpg,0.201476,0.01,0.01,0.01,0.5,0.01,0.01,0.27334
test_stg2/image_08193.jpg,0.406161,0.01,0.0144191,0.01,0.01,0.01,0.01,0.5
test_stg2/image_02939.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.0127681
test_stg2/image_11186.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0192264
test_stg2/image_02884.jpg,0.5,0.0923752,0.01,0.01,0.0456002,0.01,0.01,0.0215812
test_stg2/image_10180.jpg,0.5,0.01,0.01,0.01,0.0380958,0.01,0.01,0.01
test_stg2/image_00860.jpg,0.48225,0.01,0.01,0.01,0.495442,0.0157758,0.01,0.01
test_stg2/image_08949.jpg,0.0986875,0.01,0.01,0.01,0.36507,0.01,0.01,0.5
test_stg2/image_03403.jpg,0.0334501,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_11606.jpg,0.0413827,0.01,0.01,0.01,0.01,0.144463,0.01,0.5
test_stg2/image_03800.jpg,0.0753504,0.01,0.01,0.01,0.5,0.01,0.01,0.14786
test_stg2/image_03744.jpg,0.324287,0.01,0.01,0.01,0.5,0.01,0.01,0.0208816
test_stg2/image_09054.jpg,0.0540387,0.01,0.01,0.01,0.5,0.01,0.01,0.0414365
test_stg2/image_06344.jpg,0.5,0.01,0.01,0.01,0.0409454,0.01,0.01,0.0764609
test_stg2/image_03298.jpg,0.01,0.01,0.01,0.01,0.0509719,0.01,0.01,0.5
test_stg2/image_04270.jpg,0.5,0.112557,0.01,0.01,0.01,0.01,0.01,0.0235058
test_stg2/image_06931.jpg,0.116579,0.0239829,0.01,0.01,0.0333146,0.01,0.01,0.5
test_stg2/image_08647.jpg,0.270261,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11268.jpg,0.147185,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_01852.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.0595228,0.01
test_stg2/image_05569.jpg,0.0246033,0.01,0.01,0.01,0.5,0.01,0.01,0.206261
test_stg2/image_07882.jpg,0.0218885,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_08639.jpg,0.294222,0.01,0.01,0.01,0.5,0.0325496,0.01,0.0201942
test_stg2/image_06345.jpg,0.143566,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_06581.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_03556.jpg,0.0310618,0.01,0.01,0.01,0.0965373,0.01,0.01,0.5
test_stg2/image_05260.jpg,0.0183415,0.0210471,0.01,0.01,0.0606082,0.01,0.01,0.5
test_stg2/image_06896.jpg,0.01,0.0168452,0.01,0.01,0.0533124,0.01,0.01,0.5
test_stg2/image_08530.jpg,0.045952,0.01,0.01,0.01,0.434403,0.01,0.01,0.5
test_stg2/image_09562.jpg,0.256205,0.01,0.01,0.01,0.01,0.5,0.01,0.01
test_stg2/image_02724.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.457559,0.01
test_stg2/image_03219.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_04436.jpg,0.292214,0.01,0.01,0.01,0.5,0.01,0.01,0.16756
test_stg2/image_10375.jpg,0.5,0.01,0.01,0.01,0.186758,0.01,0.01,0.225734
test_stg2/image_02331.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.251426
test_stg2/image_08074.jpg,0.0728228,0.01,0.01,0.01,0.0235902,0.01,0.5,0.0443727
test_stg2/image_12076.jpg,0.5,0.01,0.01,0.01,0.0442192,0.0106299,0.01,0.0642845
test_stg2/image_01230.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0899205
test_stg2/image_03022.jpg,0.489615,0.01,0.01,0.01,0.310666,0.01,0.01,0.198518
test_stg2/image_01323.jpg,0.145676,0.01,0.01,0.01,0.5,0.01,0.01,0.225253
test_stg2/image_05797.jpg,0.01,0.5,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_09738.jpg,0.5,0.01,0.01,0.01,0.259377,0.01,0.01,0.12216
test_stg2/image_11145.jpg,0.5,0.01,0.01,0.01,0.0255416,0.01,0.01,0.125596
test_stg2/image_11003.jpg,0.5,0.01,0.01,0.01,0.0146241,0.01,0.01,0.0283856
test_stg2/image_04450.jpg,0.0180838,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11327.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.0565196
test_stg2/image_10770.jpg,0.0103254,0.5,0.01,0.01,0.0499547,0.01,0.01,0.261477
test_stg2/image_05965.jpg,0.5,0.01,0.01,0.01,0.162152,0.01,0.01,0.01
test_stg2/image_03690.jpg,0.053946,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11265.jpg,0.0165088,0.01,0.01,0.01,0.0204547,0.01,0.01,0.5
test_stg2/image_05558.jpg,0.026005,0.01,0.01,0.01,0.185922,0.01,0.01,0.5
test_stg2/image_10845.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.404376
test_stg2/image_00028.jpg,0.194045,0.01,0.01,0.01,0.5,0.01,0.01,0.0263334
test_stg2/image_06239.jpg,0.0583198,0.01,0.01,0.01,0.198686,0.01,0.01,0.5
test_stg2/image_04784.jpg,0.498578,0.01,0.01,0.01,0.195154,0.01,0.01,0.304416
test_stg2/image_02582.jpg,0.281522,0.01,0.01,0.01,0.453432,0.01,0.01,0.263664
test_stg2/image_04344.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_09125.jpg,0.223864,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_10723.jpg,0.100855,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11185.jpg,0.350084,0.01,0.01,0.01,0.0442243,0.01,0.01,0.5
test_stg2/image_08060.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_05480.jpg,0.0157697,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06102.jpg,0.5,0.01,0.01,0.01,0.0272401,0.01,0.01,0.329467
test_stg2/image_03417.jpg,0.0897351,0.01,0.01,0.01,0.5,0.01,0.01,0.191964
test_stg2/image_08297.jpg,0.355412,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11985.jpg,0.384119,0.01,0.01,0.01,0.5,0.01,0.01,0.055879
test_stg2/image_11917.jpg,0.01,0.01,0.01,0.01,0.0781943,0.01,0.01,0.5
test_stg2/image_02648.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0124856
test_stg2/image_02483.jpg,0.5,0.01,0.01,0.01,0.276954,0.01,0.01,0.110767
test_stg2/image_07502.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.0976946,0.01
test_stg2/image_00033.jpg,0.5,0.114049,0.0246014,0.01,0.01,0.01,0.01,0.01
test_stg2/image_09309.jpg,0.5,0.0152512,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_03130.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_02359.jpg,0.365977,0.01,0.01,0.01,0.220519,0.01,0.01,0.412928
test_stg2/image_04893.jpg,0.0269201,0.01,0.01,0.01,0.358118,0.01,0.01,0.5
test_stg2/image_02259.jpg,0.112583,0.01,0.01,0.01,0.5,0.01,0.01,0.0171499
test_stg2/image_02376.jpg,0.01,0.01,0.01,0.01,0.5,0.0371581,0.01,0.0523575
test_stg2/image_10641.jpg,0.187647,0.01,0.01,0.01,0.241294,0.01,0.01,0.5
test_stg2/image_07123.jpg,0.0927728,0.01,0.01,0.01,0.0205363,0.01,0.01,0.5
test_stg2/image_03357.jpg,0.391467,0.01,0.01,0.01,0.5,0.0662268,0.01,0.01
test_stg2/image_01201.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_02056.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.386245
test_stg2/image_02240.jpg,0.5,0.01,0.01,0.01,0.357053,0.01,0.01,0.0224962
test_stg2/image_07702.jpg,0.113471,0.01,0.01,0.01,0.5,0.01,0.01,0.0708049
test_stg2/image_09611.jpg,0.01,0.01,0.01,0.01,0.323135,0.01,0.01,0.5
test_stg2/image_00015.jpg,0.0598607,0.01,0.5,0.01,0.01,0.01,0.01,0.01
test_stg2/image_04041.jpg,0.330996,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_00441.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_09938.jpg,0.467784,0.0243161,0.01,0.01,0.01,0.137148,0.01,0.367189
test_stg2/image_10848.jpg,0.5,0.01,0.01,0.01,0.432235,0.01,0.01,0.0419565
test_stg2/image_03002.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_04167.jpg,0.0470921,0.01,0.01,0.01,0.0138584,0.01,0.01,0.5
test_stg2/image_03278.jpg,0.01,0.01,0.01,0.01,0.13418,0.01,0.01,0.5
test_stg2/image_07247.jpg,0.5,0.01,0.01,0.01,0.0610791,0.01,0.01,0.01
test_stg2/image_02607.jpg,0.0341446,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_00979.jpg,0.5,0.01,0.01,0.01,0.01,0.0551917,0.01,0.01
test_stg2/image_03313.jpg,0.0109637,0.01,0.01,0.01,0.5,0.01,0.01,0.304335
test_stg2/image_05240.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_02355.jpg,0.01,0.01,0.01,0.01,0.0225077,0.01,0.01,0.5
test_stg2/image_09612.jpg,0.5,0.01,0.01,0.01,0.121991,0.01,0.01,0.101261
test_stg2/image_11472.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_00359.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_03694.jpg,0.176758,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_00262.jpg,0.0135177,0.01,0.01,0.01,0.5,0.01,0.01,0.0103287
test_stg2/image_06378.jpg,0.5,0.01,0.01,0.01,0.174633,0.01,0.01,0.271798
test_stg2/image_07950.jpg,0.240789,0.01,0.01,0.01,0.5,0.01,0.01,0.0166893
test_stg2/image_04868.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.265978
test_stg2/image_00181.jpg,0.5,0.0184074,0.01,0.01,0.0881632,0.01,0.01,0.0377256
test_stg2/image_09732.jpg,0.5,0.01,0.01,0.01,0.288761,0.01,0.01,0.0941138
test_stg2/image_05075.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0330161
test_stg2/image_03869.jpg,0.0352919,0.0128188,0.01,0.01,0.0170501,0.01,0.01,0.5
test_stg2/image_10924.jpg,0.0973385,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_00156.jpg,0.293499,0.01,0.01,0.01,0.5,0.0558971,0.01,0.0497972
test_stg2/image_07040.jpg,0.0758212,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_07597.jpg,0.5,0.0129956,0.01,0.01,0.01,0.01,0.01,0.23699
test_stg2/image_07742.jpg,0.0295968,0.0496198,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_01782.jpg,0.0938168,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_09990.jpg,0.0407659,0.01,0.01,0.01,0.5,0.01,0.01,0.111089
test_stg2/image_03643.jpg,0.0158973,0.0504277,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_11081.jpg,0.013051,0.01,0.01,0.01,0.224537,0.01,0.01,0.5
test_stg2/image_00305.jpg,0.5,0.01,0.01,0.01,0.01,0.0209507,0.01,0.038006
test_stg2/image_08762.jpg,0.01,0.01,0.01,0.01,0.229051,0.01,0.01,0.5
test_stg2/image_04149.jpg,0.5,0.01,0.01,0.01,0.0183896,0.01,0.01,0.01
test_stg2/image_09193.jpg,0.0402775,0.01,0.5,0.01,0.01,0.01,0.01,0.0822646
test_stg2/image_09813.jpg,0.0288389,0.01,0.01,0.01,0.5,0.01,0.01,0.0586722
test_stg2/image_09417.jpg,0.01,0.01,0.5,0.01,0.01,0.01,0.01,0.01
test_stg2/image_04765.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.450753
test_stg2/image_06525.jpg,0.01,0.01,0.01,0.01,0.145853,0.01,0.01,0.5
test_stg2/image_10694.jpg,0.5,0.01,0.01,0.01,0.167059,0.100136,0.01,0.01
test_stg2/image_09772.jpg,0.473173,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11168.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_07960.jpg,0.5,0.01,0.01,0.01,0.0879573,0.01,0.01,0.123751
test_stg2/image_03011.jpg,0.205652,0.226737,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_11900.jpg,0.0963187,0.01,0.01,0.01,0.0929707,0.01,0.01,0.5
test_stg2/image_07687.jpg,0.130742,0.01,0.01,0.01,0.01,0.01,0.5,0.0306881
test_stg2/image_00842.jpg,0.0792217,0.0849807,0.01,0.01,0.5,0.01,0.01,0.314613
test_stg2/image_02113.jpg,0.458749,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_11958.jpg,0.5,0.01,0.01,0.01,0.0621213,0.01,0.01,0.01
test_stg2/image_00652.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_03517.jpg,0.01,0.01,0.01,0.01,0.260648,0.01,0.01,0.5
test_stg2/image_03114.jpg,0.125539,0.01,0.01,0.01,0.351275,0.01,0.01,0.5
test_stg2/image_07963.jpg,0.0170325,0.0357123,0.01,0.01,0.5,0.01,0.01,0.338511
test_stg2/image_04830.jpg,0.37405,0.01,0.01,0.01,0.271753,0.01,0.01,0.35214
test_stg2/image_11953.jpg,0.164888,0.01,0.01,0.01,0.5,0.01,0.01,0.0104574
test_stg2/image_06971.jpg,0.424952,0.5,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_05680.jpg,0.0933278,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_09176.jpg,0.142491,0.01,0.01,0.01,0.0736069,0.01,0.01,0.5
test_stg2/image_07621.jpg,0.0543184,0.0168478,0.01,0.01,0.322113,0.01,0.01,0.5
test_stg2/image_04671.jpg,0.327119,0.5,0.01,0.01,0.01,0.01,0.01,0.136153
test_stg2/image_00323.jpg,0.0913582,0.01,0.01,0.01,0.315268,0.01,0.01,0.5
test_stg2/image_01730.jpg,0.0126703,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_02137.jpg,0.5,0.01,0.01,0.01,0.0917795,0.01,0.01,0.0547771
test_stg2/image_07127.jpg,0.5,0.01,0.01,0.01,0.295766,0.01,0.01,0.01
test_stg2/image_03179.jpg,0.5,0.01,0.01,0.01,0.221954,0.01,0.01,0.01
test_stg2/image_10897.jpg,0.5,0.01,0.01,0.01,0.251435,0.01,0.01,0.103411
test_stg2/image_10205.jpg,0.5,0.0422215,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_00580.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_01740.jpg,0.5,0.01,0.0558481,0.01,0.0133427,0.210136,0.01,0.0392235
test_stg2/image_03375.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_06856.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_10207.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_00530.jpg,0.198553,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_03969.jpg,0.0467359,0.01,0.01,0.01,0.5,0.01,0.01,0.0113768
test_stg2/image_01306.jpg,0.5,0.01,0.01,0.01,0.0110282,0.01,0.01,0.477536
test_stg2/image_04455.jpg,0.5,0.01,0.209894,0.01,0.01,0.049063,0.01,0.01
test_stg2/image_08438.jpg,0.292358,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_00399.jpg,0.491306,0.01,0.01,0.01,0.326065,0.01,0.01,0.181987
test_stg2/image_07325.jpg,0.0414961,0.01,0.01,0.01,0.0472652,0.01,0.01,0.5
test_stg2/image_07754.jpg,0.5,0.01,0.01,0.01,0.117184,0.01,0.01,0.019473
test_stg2/image_04264.jpg,0.0329119,0.01,0.01,0.01,0.01,0.01,0.5,0.0372331
test_stg2/image_04625.jpg,0.5,0.01,0.01,0.01,0.0472456,0.0285831,0.01,0.01
test_stg2/image_03627.jpg,0.383091,0.01,0.01,0.01,0.5,0.01,0.01,0.0226312
test_stg2/image_01580.jpg,0.468193,0.01,0.01,0.01,0.342039,0.01,0.01,0.186881
test_stg2/image_10073.jpg,0.0491094,0.01,0.01,0.01,0.0310036,0.01,0.01,0.5
test_stg2/image_00627.jpg,0.124061,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_02945.jpg,0.224936,0.01,0.01,0.01,0.5,0.01,0.01,0.0910177
test_stg2/image_08022.jpg,0.0252217,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_00121.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.0402608
test_stg2/image_06720.jpg,0.01,0.0974227,0.01,0.01,0.0830331,0.01,0.01,0.5
test_stg2/image_11281.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5
test_stg2/image_09556.jpg,0.0710052,0.01,0.01,0.01,0.288515,0.01,0.01,0.5
test_stg2/image_08749.jpg,0.481728,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_12001.jpg,0.5,0.01,0.01,0.01,0.482605,0.01,0.01,0.01
test_stg2/image_08888.jpg,0.265973,0.0208284,0.01,0.01,0.171536,0.01,0.01,0.5
test_stg2/image_06864.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_07398.jpg,0.5,0.01,0.01,0.01,0.235185,0.01,0.01,0.0182502
test_stg2/image_11179.jpg,0.5,0.0580505,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_08547.jpg,0.01,0.01,0.01,0.01,0.0533398,0.01,0.01,0.5
test_stg2/image_00298.jpg,0.0410152,0.5,0.01,0.01,0.0490209,0.01,0.01,0.01
test_stg2/image_00372.jpg,0.177933,0.01,0.01,0.01,0.0743756,0.01,0.01,0.5
test_stg2/image_02808.jpg,0.491087,0.01,0.01,0.01,0.499723,0.01,0.01,0.01
test_stg2/image_10437.jpg,0.5,0.0102059,0.01,0.01,0.244493,0.043463,0.0392134,0.01
test_stg2/image_08453.jpg,0.361526,0.01,0.01,0.01,0.5,0.01,0.01,0.029519
test_stg2/image_09922.jpg,0.01,0.01,0.01,0.01,0.01,0.01,0.5,0.01
test_stg2/image_01125.jpg,0.01,0.01,0.01,0.01,0.5,0.01,0.01,0.01
test_stg2/image_05805.jpg,0.5,0.01,0.01,0.01,0.289663,0.01,0.01,0.0103732
test_stg2/image_04490.jpg,0.35166,0.01,0.01,0.01,0.377801,0.01,0.01,0.26802
test_stg2/image_09962.jpg,0.5,0.01,0.01,0.01,0.300337,0.01,0.01,0.0396714
test_stg2/image_05934.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
test_stg2/image_04718.jpg,0.5,0.01,0.01,0.01,0.01,0.01,0.01,0.01
